ID,PrevWeek,2WeekAvg,3WeekAvg,4WeekAvg,Max,Min,Score
AFB-2015-5,92.4,92.8,99.53333333,102.3375,132.8,79.7,94.3
ATOM-2015-5,101,132.8,131.2833333,127.775,164.6,91.9,84.7
DMPS-2015-5,90.1,82.9,84.03333333,87.48333333,144.9,75.7,123.6
FLUF-2015-5,105.6,139.35,139.35,137.4041667,173.1,105.6,126.5
MCHO-2015-5,89,98.25,97.4,96.74583333,107.5,83.9,73.3
OCTO-2015-5,109.2,114.2,114.9666667,115.1333333,119.2,109.2,109.5
PHSH-2015-5,75.5,118.15,123.3833333,123.9208333,160.8,75.5,105.1
ROBO-2015-5,126.6,135.15,132.7666667,132.2666667,160.3,112.3,142.2
SHSR-2015-5,119.1,124.1,124.8,123.5,129.1,89.5,94.8
SLNH-2015-5,59.3,84.2,93.48333333,100.3958333,163.6,59.3,108.7
SONG-2015-5,112.1,119.8,121.1166667,120.7875,127.5,103.8,97.2
TGIF-2015-5,111.3,94.95,93.83333333,94.94583333,118.7,78.6,138.3
AFB-2015-6,94.3,93.35,93.16666667,94.75833333,132.8,79.7,119
ATOM-2015-6,84.7,92.85,106.1666667,112.4458333,164.6,84.7,144
DMPS-2015-6,123.6,106.85,98.86666667,95.15833333,144.9,75.7,101.5
FLUF-2015-6,126.5,116.05,123.8166667,127.7,173.1,105.6,126.2
MCHO-2015-6,73.3,81.15,86.85,89.4875,107.5,73.3,120.5
OCTO-2015-6,109.5,109.35,110.9666667,111.9666667,119.2,109.2,126.1
PHSH-2015-6,105.1,90.3,99.58333333,105.5333333,160.8,75.5,118.3
ROBO-2015-6,142.2,134.4,134.65,134.1791667,160.3,112.3,136.4
SHSR-2015-6,94.8,106.95,112.6666667,115.7,129.1,89.5,98.3
SLNH-2015-6,108.7,84,84.06666667,86.42083333,163.6,59.3,81.9
SONG-2015-6,97.2,104.65,109.7,112.5541667,127.5,97.2,103.1
TGIF-2015-6,138.3,124.8,114.85,109.5958333,138.3,78.6,133.7
AFB-2015-7,119,106.65,102.2166667,99.95416667,132.8,79.7,79.8
ATOM-2015-7,144,114.35,107.1833333,106.9291667,164.6,84.7,82.3
DMPS-2015-7,101.5,112.55,110.65,107.7041667,144.9,75.7,149.6
FLUF-2015-7,126.2,126.35,122.9166667,123.1416667,173.1,105.6,116.9
MCHO-2015-7,120.5,96.9,91.65,90.45,120.5,73.3,116.5
OCTO-2015-7,126.1,117.8,114.9833333,113.9791667,126.1,109.2,116.8
PHSH-2015-7,118.3,111.7,104.5666667,103.3208333,160.8,75.5,93.7
ROBO-2015-7,136.4,139.3,137.6666667,136.9125,160.3,112.3,121.8
SHSR-2015-7,98.3,96.55,100.0166667,103.1791667,129.1,89.5,180.8
SLNH-2015-7,81.9,95.3,91.53333333,89.66666667,163.6,59.3,100.1
SONG-2015-7,103.1,100.15,101.65,103.6625,127.5,97.2,89
TGIF-2015-7,133.7,136,132.2666667,127.9125,138.3,78.6,101.8
AFB-2015-8,79.8,99.4,101.8166667,101.9166667,132.8,79.7,91
ATOM-2015-8,82.3,113.15,113.55,111.9583333,164.6,82.3,101.5
DMPS-2015-8,149.6,125.55,121.2166667,118.575,149.6,75.7,101
FLUF-2015-8,116.9,121.55,123.15,123.0916667,173.1,105.6,149
MCHO-2015-8,116.5,118.5,111.3,106.3875,120.5,73.3,149.4
OCTO-2015-8,116.8,121.45,120.2333333,118.9208333,126.1,109.2,125.2
PHSH-2015-8,93.7,106,107.9,107.0666667,160.8,75.5,119.2
ROBO-2015-8,121.8,129.1,132.5,133.7916667,160.3,112.3,110.9
SHSR-2015-8,180.8,139.55,125.2166667,118.9166667,180.8,89.5,109.9
SLNH-2015-8,100.1,91,92.43333333,92.20833333,163.6,59.3,138.8
SONG-2015-8,89,96.05,97.41666667,98.475,127.5,89,90.2
TGIF-2015-8,101.8,117.75,123.8333333,125.9416667,138.3,78.6,88.9
AFB-2015-9,91,85.4,90.06666667,93.00416667,132.8,79.7,110.4
ATOM-2015-9,101.5,91.9,98.98333333,102.625,164.6,82.3,98.5
DMPS-2015-9,101,125.3,125.3833333,124.3416667,149.6,75.7,123
FLUF-2015-9,149,132.95,129.15,127.65,173.1,105.6,137.5
MCHO-2015-9,149.4,132.95,128.1333333,123.925,149.4,73.3,108.2
OCTO-2015-9,125.2,121,121.15,120.9208333,126.1,109.2,107.9
PHSH-2015-9,119.2,106.45,106.3,106.7,160.8,75.5,86.6
ROBO-2015-9,110.9,116.35,120.6,123.575,160.3,110.9,122.7
SHSR-2015-9,109.9,145.35,143.4166667,138.8666667,180.8,89.5,131.5
SLNH-2015-9,138.8,119.45,109.9666667,105.5833333,163.6,59.3,82.4
SONG-2015-9,90.2,89.6,91.75,93.16666667,127.5,89,111.7
TGIF-2015-9,88.9,95.35,102.8166667,108.0708333,138.3,78.6,144.4
AFB-2015-10,110.4,100.7,95.6,94.21666667,132.8,79.7,65.8
ATOM-2015-10,98.5,100,97.3,97.72083333,164.6,82.3,106.6
DMPS-2015-10,123,112,116.4333333,118.6708333,149.6,75.7,145.4
FLUF-2015-10,137.5,143.25,139.8166667,137.15,173.1,105.6,110.1
MCHO-2015-10,108.2,128.8,130.1833333,129.6708333,149.4,73.3,106.3
OCTO-2015-10,107.9,116.55,118.0333333,118.8125,126.1,107.9,113.9
PHSH-2015-10,86.6,102.9,104.0833333,104.6375,160.8,75.5,131.4
ROBO-2015-10,122.7,116.8,116.65,117.6375,160.3,110.9,135.1
SHSR-2015-10,131.5,120.7,128.9166667,132.5416667,180.8,89.5,100.8
SLNH-2015-10,82.4,110.6,113.55,112.6541667,163.6,59.3,95.7
SONG-2015-10,111.7,100.95,97.16666667,95.8125,127.5,89,103
TGIF-2015-10,144.4,116.65,109.55,107.8666667,144.4,78.6,76.5
AFB-2015-11,65.8,88.1,92.3,93.125,132.8,65.8,108
ATOM-2015-11,106.6,102.55,101.7,100.6,164.6,82.3,121.4
DMPS-2015-11,145.4,134.2,126.8,124.2083333,149.6,75.7,72.5
FLUF-2015-11,110.1,123.8,130.2833333,132.6666667,173.1,105.6,132.8
MCHO-2015-11,106.3,107.25,114.4333333,118.3708333,149.4,73.3,79.5
OCTO-2015-11,113.9,110.9,112.7833333,114.0958333,126.1,107.9,115.5
PHSH-2015-11,131.4,109,106.9666667,106.2458333,160.8,75.5,85.1
ROBO-2015-11,135.1,128.9,124.8666667,122.8125,160.3,110.9,66.9
SHSR-2015-11,100.8,116.15,117.6666667,120.4791667,180.8,89.5,78.4
SLNH-2015-11,95.7,89.05,96.23333333,100.5625,163.6,59.3,101.6
SONG-2015-11,103,107.35,105.2166667,103.2041667,127.5,89,95.5
TGIF-2015-11,76.5,110.45,112.5166667,111.775,144.4,76.5,93.3
AFB-2015-12,108,86.9,87.3,88.55,132.8,65.8,111.9
ATOM-2015-12,121.4,114,110.1833333,108.0625,164.6,82.3,89.1
DMPS-2015-12,72.5,108.95,117.3666667,119.725,149.6,72.5,131
FLUF-2015-12,132.8,121.45,122.2333333,124.2458333,173.1,105.6,157.2
MCHO-2015-12,79.5,92.9,97.68333333,101.8708333,149.4,73.3,89.7
OCTO-2015-12,115.5,114.7,113.4333333,113.2708333,126.1,107.9,136.5
PHSH-2015-12,85.1,108.25,108.5,108.1166667,160.8,75.5,74.2
ROBO-2015-12,66.9,101,110.3,113.9416667,160.3,66.9,124.8
SHSR-2015-12,78.4,89.6,98.45,103.2541667,180.8,78.4,112.2
SLNH-2015-12,101.6,98.65,95.45,95.64583333,163.6,59.3,105.2
SONG-2015-12,95.5,99.25,101.95,102.7666667,127.5,89,82.6
TGIF-2015-12,93.3,84.9,93.41666667,98.19166667,144.4,76.5,120.7
AFB-2015-13,111.9,109.95,102.2666667,98.525,132.8,65.8,139.1
ATOM-2015-13,89.1,105.25,108.1666667,108.6708333,164.6,82.3,109.6
DMPS-2015-13,131,101.75,104.15,107.4541667,149.6,72.5,123.7
FLUF-2015-13,157.2,145,137.15,133.4208333,173.1,105.6,109.7
MCHO-2015-13,89.7,84.6,87.36666667,89.94583333,149.4,73.3,85.3
OCTO-2015-13,136.5,126,122.2333333,120.0333333,136.5,107.9,172.4
PHSH-2015-13,74.2,79.65,89.18333333,94.0125,160.8,74.2,99.6
ROBO-2015-13,124.8,95.85,97.56666667,100.75,160.3,66.9,124
SHSR-2015-13,112.2,95.3,93.4,94.6625,180.8,78.4,97.5
SLNH-2015-13,105.2,103.4,101.8166667,100.225,163.6,59.3,94.2
SONG-2015-13,82.6,89.05,92.45,94.825,127.5,82.6,110.7
TGIF-2015-13,120.7,107,99.63333333,98.07916667,144.4,76.5,123.9
AFB-2015-14,139.1,125.5,120.3166667,115.8041667,139.1,65.8,82.4
ATOM-2015-14,109.6,99.35,101.3166667,103.0291667,164.6,82.3,94
DMPS-2015-14,123.7,127.35,118.8166667,115.15,149.6,72.5,143.6
FLUF-2015-14,109.7,133.45,137.3,137.2625,173.1,105.6,121.2
MCHO-2015-14,85.3,87.5,86.53333333,86.74166667,149.4,73.3,124.7
OCTO-2015-14,172.4,154.45,144.9666667,139.2833333,172.4,107.9,110.8
PHSH-2015-14,99.6,86.9,84.48333333,85.65833333,160.8,74.2,77.2
ROBO-2015-14,124,124.4,114.8833333,110.5541667,160.3,66.9,129.2
SHSR-2015-14,97.5,104.85,101.6666667,99.6,180.8,78.4,86.4
SLNH-2015-14,94.2,99.7,100.9333333,101.1541667,163.6,59.3,114.2
SONG-2015-14,110.7,96.65,94.11666667,93.7,127.5,82.6,81.1
TGIF-2015-14,123.9,122.3,117.2,112.8083333,144.4,76.5,105.9
AFB-2014-5,138.6,135.15,133.8666667,133.1791667,138.6,130.6,112.8
ATOM-2014-5,121.1,109.5,102.5666667,98.79583333,121.1,79.5,105.8
DMPS-2014-5,129.5,139.15,132.5333333,128.5416667,148.8,89.8,109.4
FLUF-2014-5,138,108.55,102.1666667,100.0291667,138,79.1,102.5
MCHO-2014-5,93.7,100.75,105.7166667,110.0416667,152,93.7,121.8
MEGA-2014-5,72.6,76,82.83333333,87.5125,113.6,72.6,95.6
OCTO-2014-5,142.2,134.5,127.55,124.0041667,142.2,100.5,111.3
PHSH-2014-5,100.4,107.25,110.4333333,111.4625,119.5,100.4,109.6
ROBO-2014-5,88.5,97.35,106.5,110.7666667,143.4,88.5,115.1
SHSR-2014-5,103.2,96.45,100.1,102.6166667,125.1,89.7,109.6
SLNH-2014-5,70.4,86.15,93.66666667,98.3125,123.2,70.4,80.4
TGIF-2014-5,129.4,122,115.9166667,112.5875,129.4,92.9,99.6
AFB-2014-6,112.8,125.7,128.85,130.1041667,138.6,112.8,118.5
ATOM-2014-6,105.8,113.45,112.1333333,109.7416667,121.1,79.5,74.9
DMPS-2014-6,109.4,119.45,126.0166667,127.6458333,148.8,89.8,105.5
FLUF-2014-6,102.5,120.25,116.35,112.8041667,138,79.1,139.2
MCHO-2014-6,121.8,107.75,105.4166667,105.4916667,152,93.7,126.1
MEGA-2014-6,95.6,84.1,81.4,81.75833333,113.6,72.6,114.5
OCTO-2014-6,111.3,126.75,129.3333333,128.8875,142.2,100.5,108.1
PHSH-2014-6,109.6,105,105.75,106.9208333,119.5,100.4,100.3
ROBO-2014-6,115.1,101.8,100.3166667,101.8625,143.4,88.5,133.4
SHSR-2014-6,109.6,106.4,103.0833333,102.3375,125.1,89.7,98.8
SLNH-2014-6,80.4,75.4,78.98333333,82.65416667,123.2,70.4,129
TGIF-2014-6,99.6,114.5,117,116.7291667,129.4,92.9,103.7
AFB-2014-7,118.5,115.65,119,121.4625,138.6,112.8,83.1
ATOM-2014-7,74.9,90.35,98.05,101.5708333,121.1,74.9,110.7
DMPS-2014-7,105.5,107.45,111.45,115.0916667,148.8,89.8,138
FLUF-2014-7,139.2,120.85,120.65,119.575,139.2,79.1,89.7
MCHO-2014-7,126.1,123.95,118.55,115.2666667,152,93.7,97.8
MEGA-2014-7,114.5,105.05,98.06666667,93.9,114.5,72.6,122.3
OCTO-2014-7,108.1,109.7,115.3833333,118.8708333,142.2,100.5,111.6
PHSH-2014-7,100.3,104.95,104.9666667,105.1625,119.5,100.3,119.4
ROBO-2014-7,133.4,124.25,116.7666667,112.6541667,143.4,88.5,120.6
SHSR-2014-7,98.8,104.2,104.9333333,104.4708333,125.1,89.7,140.4
SLNH-2014-7,129,104.7,94.93333333,90.94583333,129,70.4,101.9
TGIF-2014-7,103.7,101.65,105.9333333,108.7,129.4,92.9,84.4
AFB-2014-8,83.1,100.8,105.75,109.0625,138.6,83.1,155.4
ATOM-2014-8,110.7,92.8,91.98333333,93.5,121.1,74.9,79.7
DMPS-2014-8,138,121.75,116.9833333,115.6,148.8,89.8,130.6
FLUF-2014-8,89.7,114.45,116.5833333,117.6,139.2,79.1,115.9
MCHO-2014-8,97.8,111.95,115.95,116.6,152,93.7,106.5
MEGA-2014-8,122.3,118.4,113.95,109.9791667,122.3,72.6,146.3
OCTO-2014-8,111.6,109.85,109.8,111.1958333,142.2,100.5,128.4
PHSH-2014-8,119.4,109.85,108.2166667,107.4041667,119.5,100.3,163.7
ROBO-2014-8,120.6,127,126.0833333,123.7541667,143.4,88.5,136.5
SHSR-2014-8,140.4,119.6,114.4666667,112.0833333,140.4,89.7,134.6
SLNH-2014-8,101.9,115.45,111.8666667,107.6333333,129,70.4,122.4
TGIF-2014-8,84.4,94.05,96.58333333,98.92083333,129.4,84.4,95.6
AFB-2014-9,155.4,119.25,113.1,111.2625,155.4,83.1,136.7
ATOM-2014-9,79.7,95.2,94.4,93.79583333,121.1,74.9,91.3
DMPS-2014-9,130.6,134.3,130.1166667,126.8333333,148.8,89.8,96.2
FLUF-2014-9,115.9,102.8,106.6833333,109.1583333,139.2,79.1,76
MCHO-2014-9,106.5,102.15,105.4166667,108.05,152,93.7,136.6
MEGA-2014-9,146.3,134.3,129,125.2375,146.3,72.6,84.6
OCTO-2014-9,128.4,120,116.6166667,114.9125,142.2,100.5,126.3
PHSH-2014-9,163.7,141.55,130.9833333,125.2916667,163.7,100.3,94.9
ROBO-2014-9,136.5,128.55,128.0333333,127.5458333,143.4,88.5,155
SHSR-2014-9,134.6,137.5,131.5333333,127.2666667,140.4,89.7,137.2
SLNH-2014-9,122.4,112.15,113.25,112.9041667,129,70.4,88.8
TGIF-2014-9,95.6,90,91.35,92.65833333,129.4,84.4,118.6
AFB-2014-10,136.7,146.05,137.1166667,131.1125,155.4,83.1,142.2
ATOM-2014-10,91.3,85.5,88.73333333,90.15,121.1,74.9,134
DMPS-2014-10,96.2,113.4,120.3666667,122.8041667,148.8,89.8,90.4
FLUF-2014-10,76,95.95,98.23333333,100.3458333,139.2,76,87.9
MCHO-2014-10,136.6,121.55,115.0833333,112.6666667,152,93.7,155.8
MEGA-2014-10,84.6,115.45,121.7333333,123.55,146.3,72.6,79.7
OCTO-2014-10,126.3,127.35,124.9,122.8291667,142.2,100.5,102
PHSH-2014-10,94.9,129.3,133.3833333,132.7833333,163.7,94.9,105.3
ROBO-2014-10,155,145.75,140.0166667,137.0208333,155,88.5,139.2
SHSR-2014-10,137.2,135.9,136.4333333,135.2083333,140.4,89.7,137.1
SLNH-2014-10,88.8,105.6,107.7833333,109.15,129,70.4,142.3
TGIF-2014-10,118.6,107.1,101.4,98.8875,129.4,84.4,94.9
AFB-2014-11,142.2,139.45,141.65,140.5166667,155.4,83.1,111.8
ATOM-2014-11,134,112.65,103.6,99.88333333,134,74.9,113.4
DMPS-2014-11,90.4,93.3,100,105.0916667,148.8,89.8,115.1
FLUF-2014-11,87.9,81.95,86.61666667,89.52083333,139.2,76,72.2
MCHO-2014-11,155.8,146.2,137.9833333,132.2583333,155.8,93.7,96.1
MEGA-2014-11,79.7,82.15,93.25,100.3708333,146.3,72.6,99.1
OCTO-2014-11,102,114.15,118.55,120.1375,142.2,100.5,94.8
PHSH-2014-11,105.3,100.1,109.8333333,115.7208333,163.7,94.9,115.8
ROBO-2014-11,139.2,147.1,146.65,144.9916667,155,88.5,76.9
SHSR-2014-11,137.1,137.15,136.7333333,136.6583333,140.4,89.7,96.5
SLNH-2014-11,142.3,115.55,112.2333333,111.1208333,142.3,70.4,113.1
TGIF-2014-11,94.9,106.75,106.8666667,105.5,129.4,84.4,87.2
AFB-2014-12,111.8,127,131.15,133.775,155.4,83.1,98.2
ATOM-2014-12,113.4,123.7,120.0166667,115.9125,134,74.9,133.9
DMPS-2014-12,115.1,102.75,99.6,99.7,148.8,89.8,139.7
FLUF-2014-12,72.2,80.05,80.68333333,82.16666667,139.2,72.2,76.4
MCHO-2014-12,96.1,125.95,132.7,134.0208333,155.8,93.7,111.4
MEGA-2014-12,99.1,89.4,86.98333333,88.55,146.3,72.6,122.2
OCTO-2014-12,94.8,98.4,103.65,107.375,142.2,94.8,119.9
PHSH-2014-12,115.8,110.55,107.0666667,107.7583333,163.7,94.9,102.1
ROBO-2014-12,76.9,108.05,121.0666667,127.4625,155,76.9,139.6
SHSR-2014-12,96.5,116.8,123.5833333,126.8708333,140.4,89.7,117.8
SLNH-2014-12,113.1,127.7,123.65,120.7958333,142.3,70.4,144.8
TGIF-2014-12,87.2,91.05,96.28333333,98.92916667,129.4,84.4,92.7
AFB-2014-13,98.2,105,112.3333333,117.0375,155.4,83.1,128.2
ATOM-2014-13,133.9,123.65,123.6666667,122.7541667,134,74.9,140.2
DMPS-2014-13,139.7,127.4,119.1833333,114.2875,148.8,89.8,151.8
FLUF-2014-13,76.4,74.3,76.21666667,77.33333333,139.2,72.2,98.6
MCHO-2014-13,111.4,103.75,111.15,116.5375,155.8,93.7,96.1
MEGA-2014-13,122.2,110.65,103.5666667,99.42083333,146.3,72.6,119.4
OCTO-2014-13,119.9,107.35,104.3666667,104.1875,142.2,94.8,164.2
PHSH-2014-13,102.1,108.95,109.4833333,108.8791667,163.7,94.9,79.2
ROBO-2014-13,139.6,108.25,108.1833333,111.4041667,155,76.9,107.3
SHSR-2014-13,117.8,107.15,110.3666667,113.6708333,140.4,89.7,154.3
SLNH-2014-13,144.8,128.95,128.5333333,127.3125,144.8,70.4,160.4
TGIF-2014-13,92.7,89.95,90.31666667,91.80833333,129.4,84.4,105.4
AFB-2014-14,128.2,113.2,110.4666667,110.9333333,155.4,83.1,84.8
ATOM-2014-14,140.2,137.05,132.5833333,130.3541667,140.2,74.9,119.8
DMPS-2014-14,151.8,145.75,139.6333333,134.5208333,151.8,89.8,141.3
FLUF-2014-14,98.6,87.5,83.1,81.37916667,139.2,72.2,96.5
MCHO-2014-14,96.1,103.75,103.75,105.6,155.8,93.7,102.7
MEGA-2014-14,119.4,120.8,117.4166667,113.9541667,146.3,72.6,164.9
OCTO-2014-14,164.2,142.05,130.4833333,123.9541667,164.2,94.8,137.1
PHSH-2014-14,79.2,90.65,96.75,99.93333333,163.7,79.2,71.3
ROBO-2014-14,107.3,123.45,118.3833333,115.8333333,155,76.9,133.5
SHSR-2014-14,154.3,136.05,126.4166667,122.4041667,154.3,89.7,73.7
SLNH-2014-14,160.4,152.6,144.7166667,140.6708333,160.4,70.4,159.3
TGIF-2014-14,105.4,99.05,96.01666667,94.59166667,129.4,84.4,149.7
AFB-2013-5,103.7,93.6,98.11666667,101.575,130.8,83.5,112
ATOM-2013-5,132.6,123.7,120.8666667,119.85,132.6,114.8,118.5
DMPS-2013-5,114.6,128.25,120.5333333,114.8208333,141.9,68.3,114.3
FLUF-2013-5,122.1,106.25,105.95,106.1083333,122.1,90.4,99.7
MCHO-2013-5,140.7,122.45,122.7333333,123.2291667,142.4,104.2,115.3
MEGA-2013-5,102.3,107.4,103.9166667,103.6166667,147.1,81.4,75.4
OCTO-2013-5,91,86.6,86.68333333,86.10833333,91.5,67.4,71.7
PHSH-2013-5,122.4,108.5,108.2666667,109.4791667,126.5,94.6,85.5
ROBO-2013-5,109.7,122.7,126.65,127.5875,135.7,109.7,101.7
SHSR-2013-5,113.3,90.85,82.21666667,80.13333333,122,61.5,135.5
SLNH-2013-5,133.7,117.4,111.1666667,108.0291667,133.7,96.3,121.6
TGIF-2013-5,84.5,78.35,88.75,96.1625,146.9,72.2,129
AFB-2013-6,112,107.85,103.1,101.8541667,130.8,83.5,55.4
ATOM-2013-6,118.5,125.55,124.9333333,123.9166667,132.6,114.8,123.2
DMPS-2013-6,114.3,114.45,119.05,119.4208333,141.9,68.3,77.2
FLUF-2013-6,99.7,110.9,109.35,108.5,122.1,90.4,87.4
MCHO-2013-6,115.3,128,126.15,125.2958333,142.4,104.2,100.7
MEGA-2013-6,75.4,88.85,95.03333333,97.25416667,147.1,75.4,118
OCTO-2013-6,71.7,81.35,83.1,83.99583333,91.5,67.4,106.2
PHSH-2013-6,85.5,103.95,105.4666667,106.1666667,126.5,85.5,124.6
ROBO-2013-6,101.7,105.7,111.3666667,115.1875,135.7,101.7,100.8
SHSR-2013-6,135.5,124.4,113.2166667,105.4666667,135.5,61.5,84.9
SLNH-2013-6,121.6,127.65,124.2333333,120.9666667,133.7,96.3,86.4
TGIF-2013-6,129,106.75,97.28333333,95.15,146.9,72.2,105.8
AFB-2013-7,55.4,83.7,91.75,94.5875,130.8,55.4,121.6
ATOM-2013-7,123.2,120.85,122.4166667,123.0458333,132.6,114.8,89.4
DMPS-2013-7,77.2,95.75,101.9833333,106.25,141.9,68.3,60.9
FLUF-2013-7,87.4,93.55,99.33333333,101.8375,122.1,87.4,106.1
MCHO-2013-7,100.7,108,114.6666667,117.5375,142.4,100.7,95.6
MEGA-2013-7,118,96.7,94.08333333,94.32083333,147.1,75.4,103.8
OCTO-2013-7,106.2,88.95,86.41666667,85.5875,106.2,67.4,113.6
PHSH-2013-7,124.6,105.05,104.6833333,104.8791667,126.5,85.5,100.4
ROBO-2013-7,100.8,101.25,102.7333333,104.8916667,135.7,100.8,94.7
SHSR-2013-7,84.9,110.2,114.9333333,114.5041667,135.5,61.5,113.5
SLNH-2013-7,86.4,104,111.8833333,114.9708333,133.7,86.4,96.7
TGIF-2013-7,105.8,117.4,113.85,109.7083333,146.9,72.2,128.9
AFB-2013-8,121.6,88.5,86.9,88.1125,130.8,55.4,113
ATOM-2013-8,89.4,106.3,111.15,113.9666667,132.6,89.4,101.4
DMPS-2013-8,60.9,69.05,77.95,83.95833333,141.9,60.9,86.2
FLUF-2013-8,106.1,96.75,95.68333333,96.59583333,122.1,87.4,144
MCHO-2013-8,95.6,98.15,101.4333333,104.7416667,142.4,95.6,86.7
MEGA-2013-8,103.8,110.9,106.1666667,103.1458333,147.1,75.4,70.6
OCTO-2013-8,113.6,109.9,102.9166667,98.79166667,113.6,67.4,106.8
PHSH-2013-8,100.4,112.5,110.0166667,108.6833333,126.5,85.5,120.2
ROBO-2013-8,94.7,97.75,98.91666667,99.87083333,135.7,94.7,100.4
SHSR-2013-8,113.5,99.2,102.8666667,105.8833333,135.5,61.5,72.6
SLNH-2013-8,96.7,91.55,95.7,99.74583333,133.7,86.4,103
TGIF-2013-8,128.9,117.35,117.3666667,116.4875,146.9,72.2,81.8
AFB-2013-9,113,117.3,107.7,102.5,130.8,55.4,76.2
